,id,title,release_date,vote_average,vote_count,year,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,imdb_score
17124,1865,Pirates of the Caribbean: On Stranger Tides,2011-05-14,6.4,5068.0,2011.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.433209539203613
17125,59436,Midnight in Paris,2011-05-11,7.4,2049.0,2011.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7.276387098582077
17130,8967,The Tree of Life,2011-05-18,6.5,1009.0,2011.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.589404051879201
17136,45243,The Hangover Part II,2011-05-25,6.2,3836.0,2011.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.265708190564048
17213,49444,Kung Fu Panda 2,2011-05-25,6.7,1925.0,2011.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.7143961708394695
17217,49538,X-Men: First Class,2011-05-24,7.1,5252.0,2011.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.071298802900854
17238,37686,Super 8,2011-06-08,6.6,2496.0,2011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,6.628341359908449
17272,44912,Green Lantern,2011-06-16,5.1,2551.0,2011.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5.373651495996628
17283,52449,Bad Teacher,2011-05-16,5.4,1634.0,2011.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.720951599946446
17293,38356,Transformers: Dark of the Moon,2011-06-28,6.1,3351.0,2011.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.186967207033423
17358,51540,Horrible Bosses,2011-07-08,6.4,2341.0,2011.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.465086488660935
17361,49013,Cars 2,2011-06-11,5.8,2088.0,2011.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.9873689004195185
17437,12445,Harry Potter and the Deathly Hallows: Part 2,2011-07-07,7.9,6141.0,2011.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.814909006819111
17439,64690,Drive,2011-08-06,7.4,3832.0,2011.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.327264707822187
17444,1771,Captain America: The First Avenger,2011-07-22,6.6,7174.0,2011.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.611064726907182
17447,50646,"Crazy, Stupid, Love.",2011-07-29,7.0,2522.0,2011.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.9619161860641015
17454,51828,One Day,2011-03-02,7.0,1006.0,2011.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.923579491557579
17498,41513,The Smurfs,2011-07-29,5.5,1201.0,2011.0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5.873257327622408
17508,50544,Friends with Benefits,2011-07-21,6.5,2306.0,2011.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.548079370736178
17588,61791,Rise of the Planet of the Apes,2011-08-03,7.0,4452.0,2011.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6.976759029540734
17603,50014,The Help,2011-08-09,7.9,1966.0,2011.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.67084781601205
17750,39538,Contagion,2011-09-08,6.2,1351.0,2011.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6.353922590105735
17758,60308,Moneyball,2011-09-22,7.0,1409.0,2011.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.939712265209908
17818,24428,The Avengers,2012-04-25,7.4,12000.0,2012.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.374792857142857
17828,59440,Warrior,2011-09-09,7.7,1297.0,2011.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.441185706335956
17848,40807,50/50,2011-09-30,7.0,1287.0,2011.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.935596370613158
17857,74643,The Artist,2011-05-15,7.3,1075.0,2011.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.131689342403629
17935,39254,Real Steel,2011-09-28,6.6,2749.0,2011.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6.62613441498483
17980,49530,In Time,2011-10-27,6.7,3512.0,2011.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.708701573849879
18006,58233,Johnny English Reborn,2011-09-15,6.0,1026.0,2011.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.252235068339262
18069,17578,The Adventures of Tintin,2011-10-25,6.7,2095.0,2011.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.713453069088908
18092,44826,Hugo,2011-11-22,7.0,2197.0,2011.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6.957326924095556
18150,50619,The Twilight Saga: Breaking Dawn - Part 1,2011-03-15,5.8,2622.0,2011.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5.955320536286264
18155,57212,War Horse,2011-12-25,7.0,1016.0,2011.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6.924083584621184
18239,76163,The Expendables 2,2012-08-08,6.1,2940.0,2012.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.197357765780731
18244,70160,The Hunger Games,2012-03-12,6.9,9634.0,2012.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.893577137782288
18252,49026,The Dark Knight Rises,2012-07-16,7.6,9263.0,2012.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.557483428688489
18255,49040,The Bourne Legacy,2012-08-08,6.0,2683.0,2012.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.120927023024102
18258,58574,Sherlock Holmes: A Game of Shadows,2011-11-22,7.0,3971.0,2011.0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.974258714892801
18289,56292,Mission: Impossible - Ghost Protocol,2011-12-07,6.8,4026.0,2011.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.796666087999495
18293,65754,The Girl with the Dragon Tattoo,2011-12-14,7.2,2479.0,2011.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7.12779815853834
18382,52520,Underworld: Awakening,2012-01-19,6.1,1885.0,2012.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6.240423779574723
18383,75174,The Grey,2012-01-26,6.4,1476.0,2012.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.493578296703297
18465,77338,The Intouchables,2011-11-02,8.2,5410.0,2011.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.079003504955281
18499,76726,Chronicle,2012-02-01,6.6,1965.0,2012.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6.634446537235583
18500,65086,The Woman in Black,2012-02-01,6.1,1237.0,2012.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,6.292809852783946
18524,59961,Safe House,2012-02-09,6.3,1361.0,2012.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.4262282183158055
18525,72570,The Vow,2012-02-05,7.0,1328.0,2012.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.937040872147547
18554,72545,Journey 2: The Mysterious Island,2012-01-19,5.8,1050.0,2012.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.112845622119815
18609,71676,Ghost Rider: Spirit of Vengeance,2011-12-10,4.7,1163.0,2011.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5.322315522721416
18667,57214,Project X,2012-03-01,6.5,1624.0,2012.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5635172854452515
18668,73723,The Lorax,2012-03-01,6.3,1048.0,2012.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.451751107419713
18678,59962,This Means War,2012-02-14,5.9,1411.0,2012.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.127582791358302
18685,49529,John Carter,2012-03-07,6.1,2170.0,2012.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.225434724451579
18723,64688,21 Jump Street,2012-03-12,6.7,4151.0,2012.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.707506066283749
18779,57165,Wrath of the Titans,2012-03-27,5.5,1459.0,2012.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.824099394734922
18793,71552,American Reunion,2012-04-04,6.1,1641.0,2012.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.256427236938681
18795,94329,The Raid,2011-09-08,7.3,1076.0,2011.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.131796138506164
18796,22970,The Cabin in the Woods,2012-04-12,6.6,2314.0,2012.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.63017438318611
18832,62764,Mirror Mirror,2012-03-15,5.5,1148.0,2012.0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,5.885261355755895
18833,44833,Battleship,2012-04-11,5.5,2141.0,2012.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5.740405420024883
18924,62213,Dark Shadows,2012-05-08,5.7,2383.0,2012.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.885539616470939
18953,76493,The Dictator,2012-05-15,5.9,1789.0,2012.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.090000312051426
18972,41154,Men in Black 3,2012-05-23,6.3,4228.0,2012.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.349685007251632
18973,58595,Snow White and the Huntsman,2012-05-30,5.8,3183.0,2012.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5.931661882781893
18995,70981,Prometheus,2012-05-30,6.3,5152.0,2012.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6.341562405216863
19016,83666,Moonrise Kingdom,2012-05-16,7.6,1701.0,2012.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.4114087752320374
19051,80321,Madagascar 3: Europe's Most Wanted,2012-06-06,6.4,1857.0,2012.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.478451724346931
19071,62177,Brave,2012-06-21,6.7,4760.0,2012.0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.706637017925041
19082,72331,Abraham Lincoln: Vampire Hunter,2012-06-20,5.5,1297.0,2012.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5.853317036330392
19109,72105,Ted,2012-06-29,6.3,4811.0,2012.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.344230976141162
19112,77930,Magic Mike,2012-06-28,6.1,1062.0,2012.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.314411468812877
19129,1930,The Amazing Spider-Man,2012-06-27,6.5,6734.0,2012.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.518649531972037
19139,57800,Ice Age: Continental Drift,2012-06-26,6.2,2731.0,2012.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.28818035106336
19218,64635,Total Recall,2012-08-02,5.8,2540.0,2012.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5.959510103383458
19261,37724,Skyfall,2012-10-25,6.9,7718.0,2012.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.8920796683238885
19340,82633,Lawless,2012-08-29,6.8,1055.0,2012.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.790296279283417
19384,114150,Pitch Perfect,2012-09-28,7.3,2310.0,2012.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7.20566217590239
19394,59967,Looper,2012-09-26,6.6,4777.0,2012.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.6160907171282375
19418,71679,Resident Evil: Retribution,2012-09-12,5.6,1618.0,2012.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5.8761618103331985
19432,49049,Dredd,2012-09-07,6.6,1971.0,2012.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.634362895299763
19455,77016,End of Watch,2012-09-20,7.2,1186.0,2012.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.072426283680732
19460,84892,The Perks of Being a Wallflower,2012-09-20,7.7,3056.0,2012.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.569209987144465
19473,82675,Taken 2,2012-09-27,6.1,2783.0,2012.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.2020136199469125
19561,82507,Sinister,2012-03-29,6.8,1611.0,2012.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,6.792852067402043
19569,76492,Hotel Transylvania,2012-09-20,6.8,2622.0,2012.0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.7951667886885705
19590,68734,Argo,2012-10-11,7.1,3473.0,2012.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.058447197152206
19591,86838,Seven Psychopaths,2012-09-07,6.7,1224.0,2012.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.720249834272456
19669,83542,Cloud Atlas,2012-10-26,6.6,3031.0,2012.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6.624047214467775
19726,82690,Wreck-It Ralph,2012-11-01,7.1,4656.0,2012.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.067981131552698
19731,82693,Silver Linings Playbook,2012-09-08,7.0,4840.0,2012.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.978447699304441
19732,87502,Flight,2012-11-02,6.5,2449.0,2012.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.545747953301361
19735,87827,Life of Pi,2012-11-20,7.2,5912.0,2012.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.166455195615364
19799,72976,Lincoln,2012-11-09,6.7,1456.0,2012.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.717848013438505
19814,50620,The Twilight Saga: Breaking Dawn - Part 2,2012-11-13,6.1,2641.0,2012.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,6.206625505980806
19825,81188,Rise of the Guardians,2012-11-21,7.1,1981.0,2012.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.033458570852766
19971,49051,The Hobbit: An Unexpected Journey,2012-11-26,7.0,8427.0,2012.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.987107730960649
20008,97630,Zero Dark Thirty,2012-12-19,6.7,1723.0,2012.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,6.715704324914852
20022,82654,Warm Bodies,2013-01-31,6.4,2698.0,2013.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6.457820736174395
20050,75780,Jack Reacher,2012-12-20,6.3,3046.0,2012.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.366246676335509
20051,68718,Django Unchained,2012-12-25,7.8,10297.0,2012.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.752293295756758
20060,80278,The Impossible,2012-09-09,7.0,2071.0,2012.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.955235594821359
20062,82695,Les Misérables,2012-12-18,7.2,1925.0,2012.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,7.111303387334315
20206,82682,Gangster Squad,2013-01-10,6.2,1805.0,2013.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.323605515959096
20261,76640,The Last Stand,2013-01-12,5.7,1282.0,2013.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.000174362674363
20262,132232,Mama,2013-01-17,6.0,1452.0,2013.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.197187865925058
20324,119283,Parker,2013-01-23,5.7,1467.0,2013.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.971942406855981
20335,60304,Hansel & Gretel: Witch Hunters,2013-01-17,5.7,3290.0,2013.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5.841137391632115
20383,58244,Upside Down,2012-09-27,6.2,1094.0,2012.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,6.378739469438968
20410,109421,Side Effects,2013-02-07,6.4,1340.0,2013.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.500494953416149
20413,109431,Identity Thief,2013-02-07,5.6,1667.0,2013.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.869917265475641
20442,109491,Beautiful Creatures,2013-02-13,5.6,1017.0,2013.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,5.985570675204821
20447,47964,A Good Day to Die Hard,2013-02-06,5.2,3519.0,2013.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.395300003554545
20498,134411,Snitch,2013-02-21,5.8,1155.0,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.09299741044454
20527,81005,Jack the Giant Slayer,2013-02-27,5.5,2634.0,2013.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5.702587975202845
20536,72559,G.I. Joe: Retaliation,2013-03-26,5.4,3045.0,2013.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5.593204714890188
20544,68728,Oz: The Great and Powerful,2013-03-07,5.7,3576.0,2013.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5.8312342282349645
20550,49519,The Croods,2013-03-20,6.8,2447.0,2013.0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.794879780890978
20598,122081,Spring Breakers,2013-01-24,5.0,1580.0,2013.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.425437843406593
20619,158011,The Call,2013-03-14,6.6,1275.0,2013.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.647837022132798
20620,117263,Olympus Has Fallen,2013-03-20,6.2,3010.0,2013.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.281171143671144
20663,97367,The Place Beyond the Pines,2013-03-20,6.8,1689.0,2013.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.793106767604256
20670,72710,The Host,2013-03-22,6.0,1859.0,2013.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,6.163166898807001
20720,109428,Evil Dead,2013-04-05,6.4,1754.0,2013.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.482036696666245
20750,75612,Oblivion,2013-04-10,6.4,4862.0,2013.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6.434485399904087
20799,134374,Pain & Gain,2013-04-18,6.1,1595.0,2013.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.259861916126832
20829,109414,This Is the End,2013-06-12,6.2,2394.0,2013.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.298448760983316
20830,68721,Iron Man 3,2013-04-18,6.8,8951.0,2013.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.79840341913932
20850,103731,Mud,2013-05-01,7.0,1080.0,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.927158679927667
20910,64682,The Great Gatsby,2013-05-10,7.3,3885.0,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.239546343052615
20922,54138,Star Trek Into Darkness,2013-05-05,7.4,4479.0,2013.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.3367163515335845
20932,116741,The Internship,2013-06-07,6.1,1691.0,2013.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25285746886614
20968,109439,The Hangover Part III,2013-05-23,6.0,2991.0,2013.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.110258010394074
20970,82992,Fast & Furious 6,2013-05-06,6.7,5282.0,2013.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.706037826752977
20971,116711,Epic,2013-05-15,6.4,1143.0,2013.0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.512544561342493
21018,82700,After Earth,2013-05-30,5.0,2579.0,2013.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.287401985802441
21025,75656,Now You See Me,2013-05-29,7.3,5635.0,2013.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.256790662475258
21068,49521,Man of Steel,2013-06-12,6.5,6462.0,2013.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.519378154881602
21080,158015,The Purge,2013-05-31,6.0,2498.0,2013.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,6.128389164204708
21099,96936,The Bling Ring,2013-06-12,5.3,1205.0,2013.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.731032677000419
21101,62211,Monsters University,2013-06-20,7.0,3622.0,2013.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.972079261107645
21123,68726,Pacific Rim,2013-07-11,6.7,4903.0,2013.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.706461357446921
21130,72190,World War Z,2013-06-20,6.7,5683.0,2013.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,6.705646241999954
21131,68724,Elysium,2013-08-07,6.4,3510.0,2013.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6.446112397577485
21161,93456,Despicable Me 2,2013-06-25,7.0,4729.0,2013.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.97799019206076
21162,117251,White House Down,2013-06-27,6.3,1910.0,2013.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.3974733254297576
21163,107985,The World's End,2013-07-18,6.7,1820.0,2013.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.7150477216748765
21171,136795,The Heat,2013-06-27,6.5,1595.0,2013.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.564396522332084
21175,57201,The Lone Ranger,2013-07-03,5.9,2361.0,2013.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.052013531732163
21219,157386,The Spectacular Now,2013-08-02,6.8,1074.0,2013.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.790413414412779
21262,49524,R.I.P.D.,2013-07-18,5.4,1280.0,2013.0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.784781300160514
21276,138843,The Conjuring,2013-07-18,7.4,3169.0,2013.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7.314121208581553
21293,77950,Turbo,2013-07-11,6.1,1094.0,2013.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.310107098046245
21296,76170,The Wolverine,2013-07-23,6.3,4110.0,2013.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.350956770994732
21309,146216,RED 2,2013-07-18,6.4,1548.0,2013.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.4902884347098215
21337,136400,2 Guns,2013-08-02,6.6,1611.0,2013.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.640222981660688
21349,160588,Blue Jasmine,2013-07-25,7.0,1126.0,2013.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.929219381479529
21380,76285,Percy Jackson: Sea of Monsters,2013-08-07,5.9,1685.0,2013.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.099043805165087
21407,138832,We're the Millers,2013-08-07,6.8,3053.0,2013.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.795753085923365
21410,109418,Grown Ups 2,2013-07-11,5.8,1180.0,2013.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.088637329931973
21417,59859,Kick-Ass 2,2013-07-17,6.3,2275.0,2013.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3846525096525095
21418,87421,Riddick,2013-09-02,6.2,2066.0,2013.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.311033014140965
21435,115782,Jobs,2013-08-16,6.0,1183.0,2013.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.228705118411002
21438,123553,The Mortal Instruments: City of Bones,2013-08-21,6.2,1649.0,2013.0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,6.332578275609919
21446,132363,The Butler,2013-08-16,7.2,1134.0,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.068366410211575
21460,122906,About Time,2013-08-16,7.8,2140.0,2013.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7.604890422077922
